4.991804e+001,2.597866e+003
5.040015e+001,2.249211e+003
5.088227e+001,2.081140e+003
5.136439e+001,2.074249e+003
5.184650e+001,2.092788e+003
5.232862e+001,2.005463e+003
5.281074e+001,1.802923e+003
5.329285e+001,1.624554e+003
5.377497e+001,1.475302e+003
5.425709e+001,1.351901e+003
5.473920e+001,1.253477e+003
5.522132e+001,1.181826e+003
5.570344e+001,1.124549e+003
5.618555e+001,1.073380e+003
5.666767e+001,1.028408e+003
5.714979e+001,9.928535e+002
5.763190e+001,9.721675e+002
5.811402e+001,9.624403e+002
5.859614e+001,9.506298e+002
5.907825e+001,9.358014e+002
5.956037e+001,9.191320e+002
6.004249e+001,9.002676e+002
6.052460e+001,8.803817e+002
6.100672e+001,8.612056e+002
6.148884e+001,8.439788e+002
6.197095e+001,8.287479e+002
6.245307e+001,8.164024e+002
6.293519e+001,8.077339e+002
6.341730e+001,8.015971e+002
6.389942e+001,7.990345e+002
6.438154e+001,7.988136e+002
6.486366e+001,7.984456e+002
6.534577e+001,7.956805e+002
6.582789e+001,7.902266e+002
6.631001e+001,7.882226e+002
6.679212e+001,7.907001e+002
6.727424e+001,7.950645e+002
6.775636e+001,8.007681e+002
6.823847e+001,8.073398e+002
6.872059e+001,8.132152e+002
6.920271e+001,8.162285e+002
6.968482e+001,8.169365e+002
7.016694e+001,8.215016e+002
7.064906e+001,8.332523e+002
7.113117e+001,8.467829e+002
7.161329e+001,8.555914e+002
7.209541e+001,8.584609e+002
7.257752e+001,8.638487e+002
7.305965e+001,8.808442e+002
7.354176e+001,9.044771e+002
7.402388e+001,9.280360e+002
7.450600e+001,9.485060e+002
7.498811e+001,9.671006e+002
7.547023e+001,9.875958e+002
7.595235e+001,1.012553e+003
7.643446e+001,1.034587e+003
7.691658e+001,1.052278e+003
7.739870e+001,1.065944e+003
7.788081e+001,1.075280e+003
7.836293e+001,1.079090e+003
7.884505e+001,1.078197e+003
7.932716e+001,1.079089e+003
7.980928e+001,1.077815e+003
8.029140e+001,1.083372e+003
8.077351e+001,1.098653e+003
8.125563e+001,1.122090e+003
8.173775e+001,1.151051e+003
8.221986e+001,1.183564e+003
8.270198e+001,1.219653e+003
8.318410e+001,1.261767e+003
8.366621e+001,1.311141e+003
8.414833e+001,1.364714e+003
8.463045e+001,1.415603e+003
8.511256e+001,1.468728e+003
8.559468e+001,1.537327e+003
8.607680e+001,1.630979e+003
8.655891e+001,1.749066e+003
8.704103e+001,1.872159e+003
8.752315e+001,2.003116e+003
8.800526e+001,2.135646e+003
8.848738e+001,2.266552e+003
8.896950e+001,2.394395e+003
8.945161e+001,2.518547e+003
8.993373e+001,2.639438e+003
9.041585e+001,2.756425e+003
9.089796e+001,2.876083e+003
9.138008e+001,3.021627e+003
9.186220e+001,3.142485e+003
9.234431e+001,3.154252e+003
9.282643e+001,3.027364e+003
9.330855e+001,2.948357e+003
9.379066e+001,3.016135e+003
9.427278e+001,3.159808e+003
9.475490e+001,3.338369e+003
9.523701e+001,3.543867e+003
9.571913e+001,3.763526e+003
9.620125e+001,3.968924e+003
9.668336e+001,4.139216e+003
9.716548e+001,4.341495e+003
9.764760e+001,4.622830e+003
9.812971e+001,4.917190e+003
9.861183e+001,5.174292e+003
9.909395e+001,5.373376e+003
9.957607e+001,5.515574e+003
1.000582e+002,5.608521e+003
1.005403e+002,5.650696e+003
1.010224e+002,5.629133e+003
1.015045e+002,5.537479e+003
1.019866e+002,5.393212e+003
1.024688e+002,5.200916e+003
1.029509e+002,4.960513e+003
1.034330e+002,4.695613e+003
1.039151e+002,4.466932e+003
1.043972e+002,4.283242e+003
1.048793e+002,4.119495e+003
1.053615e+002,3.963811e+003
1.058436e+002,3.829654e+003
1.063257e+002,3.735141e+003
1.068078e+002,3.687232e+003
1.072899e+002,3.680077e+003
1.077720e+002,3.715750e+003
1.082542e+002,3.804784e+003
1.087363e+002,3.888005e+003
1.092184e+002,3.952186e+003
1.097005e+002,3.995398e+003
1.101826e+002,4.014920e+003
1.106647e+002,4.013837e+003
1.111469e+002,3.976396e+003
1.116290e+002,3.889926e+003
1.121111e+002,3.756665e+003
1.125932e+002,3.596651e+003
1.130753e+002,3.385245e+003
1.135574e+002,3.136701e+003
1.140396e+002,2.967855e+003
1.145217e+002,2.977071e+003
1.150038e+002,2.999583e+003
1.154859e+002,2.920203e+003
1.159680e+002,2.747083e+003
1.164501e+002,2.546327e+003
1.169323e+002,2.368830e+003
1.174144e+002,2.214760e+003
1.178965e+002,2.073705e+003
1.183786e+002,1.947600e+003
1.188607e+002,1.833356e+003
1.193428e+002,1.731474e+003
1.198250e+002,1.642075e+003
1.203071e+002,1.562929e+003
1.207892e+002,1.492686e+003
1.212713e+002,1.431766e+003
1.217534e+002,1.375371e+003
1.222355e+002,1.325636e+003
1.227177e+002,1.277444e+003
1.231998e+002,1.228413e+003
1.236819e+002,1.179343e+003
1.241640e+002,1.132215e+003
1.246461e+002,1.088736e+003
1.251283e+002,1.048835e+003
1.256104e+002,1.013583e+003
1.260925e+002,9.843482e+002
1.265746e+002,9.575257e+002
1.270567e+002,9.313944e+002
1.275388e+002,9.058073e+002
1.280210e+002,8.817218e+002
1.285031e+002,8.603143e+002
1.289852e+002,8.420666e+002
1.294673e+002,8.255142e+002
1.299494e+002,8.124985e+002
1.304315e+002,7.998192e+002
1.309137e+002,7.845176e+002
1.313958e+002,7.667524e+002
1.318779e+002,7.499384e+002
1.323600e+002,7.367128e+002
1.328421e+002,7.267709e+002
1.333242e+002,7.177216e+002
1.338064e+002,7.105394e+002
1.342885e+002,7.035804e+002
1.347706e+002,6.951559e+002
1.352527e+002,6.854371e+002
1.357348e+002,6.769362e+002
1.362169e+002,6.727999e+002
1.366991e+002,6.701446e+002
1.371812e+002,6.641685e+002
1.376633e+002,6.525555e+002
1.381454e+002,6.394127e+002
1.386275e+002,6.296812e+002
1.391096e+002,6.236661e+002
1.395918e+002,6.185910e+002
1.400739e+002,6.134892e+002
1.405560e+002,6.090396e+002
1.410381e+002,6.059611e+002
1.415202e+002,6.044786e+002
1.420023e+002,6.038040e+002
1.424845e+002,6.025240e+002
1.429666e+002,5.998047e+002
1.434487e+002,5.988545e+002
1.439308e+002,6.019415e+002
1.444129e+002,6.063531e+002
1.448951e+002,6.097220e+002
1.453772e+002,6.115443e+002
1.458593e+002,6.137255e+002
1.463414e+002,6.192348e+002
1.468235e+002,6.289457e+002
1.473056e+002,6.405359e+002
1.477878e+002,6.532538e+002
1.482699e+002,6.674848e+002
1.487520e+002,6.844274e+002
1.492341e+002,7.038217e+002
1.497162e+002,7.237403e+002
1.501983e+002,7.411205e+002
1.506805e+002,7.547308e+002
1.511626e+002,7.679227e+002
1.516447e+002,7.855739e+002
1.521268e+002,7.996935e+002
1.526089e+002,8.045389e+002
1.530910e+002,7.992702e+002
1.535732e+002,7.873182e+002
1.540553e+002,7.729395e+002
1.545374e+002,7.567017e+002
1.550195e+002,7.354123e+002
1.555016e+002,7.064986e+002
1.559837e+002,6.753143e+002
1.564659e+002,6.437706e+002
1.569480e+002,6.127996e+002
1.574301e+002,5.850660e+002
1.579122e+002,5.637225e+002
1.583943e+002,5.499678e+002
1.588764e+002,5.337769e+002
1.593586e+002,5.108610e+002
1.598407e+002,4.885193e+002
1.603228e+002,4.730736e+002
1.608049e+002,4.648320e+002
1.612870e+002,4.585333e+002
1.617691e+002,4.495611e+002
1.622513e+002,4.383389e+002
1.627334e+002,4.298999e+002
1.632155e+002,4.265056e+002
1.636976e+002,4.245949e+002
